"ISO_2","ISO_3","country","year","corporate_rate","loss_carryback","loss_carryforward","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery","inventory","allowance_corporate_equity","patent_box","r_and_d_credit","digital_services_tax","corporate_alt_minimum","corporate_surtax","corporate_other_rev","top_income_rate","threshold_top_income_rate","tax_wedge","personal_surtax","personal_other_rev","capital_gains_rate","dividends_rate","vat_rate","vat_threshold","vat_base","property_tax","property_tax_collections","net_wealth","estate_or_inheritance_tax","transfer_tax","asset_tax","capital_duties","financial_transaction_tax","dividends_exemption","capital_gains_exemption","country_limitations","dividends_withholding_tax","interest_withholding_tax","royalties_withholding_tax","tax_treaties","cfc_rules","thin_capitalization_rules"
"LV","LVA","Latvia",2018,0.2,100,100,0.905263158,0.614285714,0.869865254,1,1,0,0.28,0,0,0,0,0.32892143,0.437158,1.052674595,0,0,0.2,0,21,79773.92071,0.540349747,0.5,0.449163018,0,0,1,0,0,0,1,1,1,0,0,0,61,0,1
"MX","MEX","Mexico",2018,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,0.0575,0,0,0,1.328,0.35,25.660191,1.21165989,0,13.011,0.1,0.17142857,16,0,0.333996868,0.5,0.090468317,0,1,1,0,0,0,0,0,1,0.1,0.35,0.35,58,0.5,0.5
"NL","NLD","Netherlands",2018,0.25,1,9,0.813463195,0.338474733,0.869865254,1,0,1,0.225,0,1,NA,0,0.55599991,2.031799,1.345217309,0,0,0.3,0.25,21,1650.193361,0.514299988,0.5,0.487261305,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0,0
"NO","NOR","Norway",2018,0.23,0,100,0.781818182,0.373913043,0.737888703,0,0,0,0.2225,0,0,0,0,0.4672,1.632658,1.251892078,0,0,0.3059,0.3059,25,4916.693512,0.567706046,0.5,0.180349898,1,0,1,0,0,0,0.97,1,1,0.25,0,0,87,0.375,1
"NZ","NZL","New Zealand",2018,0.28,0,100,0.731914894,0.307142857,0.547953911,0.5,0,0,-0.02,0,0,0,3.24,0.33,1.174845,1.465567291,0,0,0,0.06944444,15,40813.16143,0.953878233,0.5,1.221779106,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,40,0.25,0.5
"PL","POL","Poland",2018,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,0,0,0.0875,0,1,0,0,0.36193239,2.506682,1.036056679,0,0,0.19,0.19,23,111214.7262,0.454338435,0.5,0.864227055,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,84,0.375,1
"PT","PRT","Portugal",2018,0.315,0,3.5,0.888411247,0.547953911,0.737888703,0.5,1,1,0.35,0,3,1,0.622,0.610269,15.622325,1.258117002,0,0,0.28,0.28,23,16886.44373,0.492983413,0.5,0.388171217,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,76,0.5,1
"SE","SWE","Sweden",2018,0.22,0,100,0.86,0.479318672,0.86,0,0,0,0.05,0,0,0,0,0.6012,1.49517,1.240712066,0,-0.049,0.3,0.3,25,3296.890966,0.582235045,0.5,0.370414635,0,0,1,1,0,0,1,1,0,0.3,0,0,81,0.5,0.5
"SI","SVN","Slovenia",2018,0.19,0,50,0.869865254,0.391406013,0.737888703,0.5,0,0,0.19,0,0,0,0.018,0.721,5.056709,1.156250219,0,0,0,0.25,22,83256.73714,0.575531867,0,0.242324406,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,58,0,0.5
"SK","SVK","Slovak Republic",2018,0.21,0,4,0.873879108,0.547953911,0.869865254,0.5,0,1,0.09,0,0,0,0.667,0.28,6.315402,1.107696457,0,0,0,0.07,20,100763.365,0.496889348,0.5,0.225667717,0,0,0,1,0,0,1,1,1,0.35,0.19,0.19,69,0,1
"TR","TUR","Turkey",2018,0.22,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,0,0,0,0,0.358,3.863311,1.19476027,0,0,0,0.175,18,0,0.40009435,0.5,0.117035995,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,83,0.5,0.5
"US","USA","United States",2018,0.2583858,5,100,0.938462733,0.349583112,0.632751339,1,0,1,0.0575,0,2,0,0,0.486,7.93496,1.249168705,0,0,0.2888,0.28881436,7.4,0,0.352047242,0.5,1.59018133,0,1,1,1,0,0,1,0,0,0.3,0.3,0.3,66,0.5,1
"AT","AUT","Austria",2019,0.25,0,75,0.813463195,0.338474733,0.737888703,1,0,0,0.17,0,2,0,0.705,0.55,23.289873,1.121887905,0,0,0.275,0.275,20,37457.43898,0.595733399,0,0.091962615,0,0,1,1,0,0,1,1,0,0.275,0,0.2,89,0.25,0.5
"AU","AUS","Australia",2019,0.3,0,100,0.851484971,0.479318672,0.547953911,0.5,0,0,0.1375,0,2,0,0,0.47,2.098449,1.361612558,0,0,0.235,0.2428,10,50950.98312,0.485521586,1,0.762226131,0,0,1,1,0,0,1,1,0,0.3,0.1,0.3,44,0.25,0.5
"BE","BEL","Belgium",2019,0.2958,0,70,0.875897349,0.622404879,1.069865254,1,1,1,0.155,0,1,1,0.032,0.6657,1.193525,1.258068061,0,0,0,0.3,21,31109.15331,0.469578365,0.5,0.560720605,0.5,1,1,1,0,1,1,1,0,0.3,0.3,0.3,95,0,1
"CA","CAN","Canada",2019,0.2662,3,20,1,0.426086957,0.49,0.5,0,0,0.2125,0,1,0,1.057,0.535296,3.211679,1.241173255,0,0,0.2675,0.39344076,12.4,23975.88985,0.490859648,0.5,1.460957384,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,94,0.25,0.5
"CH","CHE","Switzerland",2019,0.21148581,0,7,0.86,0.55483871,0.905263158,1,0,0,-0.01,0,0,0,6.551,0.41721638,3.318929,1.354360856,0,0,0,0.21135,7.7,81953.37509,0.676394963,0.5,0.06678285,1,1,1,1,1,1,1,1,0,0.35,0.35,0,93,0,0.5
"CL","CHL","Chile",2019,0.27,0,100,0.63261166,0.338474733,0,0.5,0,0,0.295,0,1,0,3.744,0.35,7.705428,1.252828433,0,0,0.35,0.2390411,19,0,0.647387702,0.5,0.40251925,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,33,0.5,0.5
"CO","COL","Colombia",2019,0.33,0,12,0.737888703,0.305956531,0.869865254,0.5,0,0,0.305,0,3,0,1.265,0.39000005,23.052608,0,0,7.641,0.1,0,19,0,0.371582512,0.5,0.46759971,1,0,1,0,0,1,1,0,0,0.15,0.15,0.264,9,0.5,0.5
"CR","CRI","Costa Rica",2019,0.3,0,3,0.822456691,0.602353619,0,0.5,0,0,-0.02,0,5,0,3.442,0.24107123,1.976605,1.109804423,0,28.879,0.15,0.15,13,0,0.42138759,0.5,0.196075437,0,0,1,0,1,1,1,1,0,0.15,0.15,0.25,2,0,0
"CZ","CZE","Czech Republic",2019,0.19,0,5,0.873879108,0.543222831,0.841318848,0.5,0,0,0.18,0,0,0,0,0.311,0.322715,1.105869239,0,0,0,0.15,21,76296.53564,0.616986817,0.5,0.09119567,0,1,1,0,0,0,1,1,1,0.15,0.15,0.15,89,0.25,1
"DE","DEU","Germany",2019,0.29937781,1,60,0.737888703,0.391406013,0.869865254,1,0,0,-0.02,0,0,1,0,0.47475,5.390284,1.100570555,1,0,0.26375,0.26375,19,22456.28083,0.562305937,0.5,0.200482948,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,96,0.25,1
"DK","DNK","Denmark",2019,0.22,0,60,0.826923077,0.479318672,0.813406443,0,0,0,-0.005,0,0,0,3.256,0.558584,15.23787,1.308615829,0,0,0.42,0.42,25,6907.636337,0.606855942,0.5,0.694549035,0,1,1,0,0,0,1,1,1,0.22,0.22,0.22,75,0.5,1
"EE","EST","Estonia",2019,0.2,100,100,1,1,1,1,1,0,0,0,1,0,0,0.236,0.915233,1.212813021,0,0,0.2,0,20,72611.88584,0.745507632,1,0.128055795,0,0,0,0,0,0,1,1,1,0,0,0.1,58,0.25,1
"ES","ESP","Spain",2019,0.25,0,25,0.778563039,0.391406013,0.737888703,0.5,0,1,0.295,0,1,0,0,0.435,2.409777,1.215777577,0,0,0.23,0.23,21,0,0.439305739,0.5,0.558633023,1,1,1,0,1,0,1,1,1,0.19,0.19,0.24,93,0.25,1
"FI","FIN","Finland",2019,0.2,0,10,0.826923077,0.518965517,0.737888703,0,0,0,-0.005,0,0,0,0,0.58435142,1.842791,1.296453774,0,0,0.34,0.289,24,11062.41192,0.561295789,0.5,0.345007097,0,1,1,0,0,1,1,1,1,0.2,0,0.2,76,0.375,1
"FR","FRA","France",2019,0.34433333,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.405,1,2,1,1.048,0.55572,14.63573,1.236499696,0,0,0.34,0.34,20,103912.924,0.498214328,0.5,1.213240377,0.5,1,1,1,0,1,0.95,0.88,1,0.3,0,0.333,122,0.5,1
"GB","GBR","United Kingdom",2019,0.19,1,50,0.758823529,0,0.826923077,0,0,1,0.19,0,1,0,0,0.73,0.299066,1.384113675,0,0,0.2,0.381,20,119167.287,0.451070057,0.5,1.776435378,0,1,1,1,0,1,1,1,0,0,0.2,0.2,129,0.375,1
"GR","GRC","Greece",2019,0.24,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.09,0,0,0,1.242,0.55,4.118243,1.262280633,0,0,0.15,0.1,24,16710.69936,0.424655512,0.5,1.119416656,0,1,1,1,1,0,1,0,1,0.1,0.15,0.2,57,0.25,1
"HU","HUN","Hungary",2019,0.09,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.1975,1,1,0,0.056,0.335,0,1,0,0.176,0.15,0.15,27,57601.50252,0.560165371,0.5,0.299035507,0,1,1,1,0,0,1,1,0,0,0,0,81,0.25,1
"IE","IRL","Ireland",2019,0.125,1,100,0.787075165,0.479318672,0.646263719,0.5,0,1,0.26,0,1,0,0.007,0.52,1.483161,1.460982301,0,0,0.33,0.51,23,92218.1414,0.479846747,0.5,0.375481623,0,1,1,0,0,1,0,1,1,0.2,0.2,0.2,73,0.25,0
"IL","ISR","Israel",2019,0.23,0,100,0.737888703,0.479318672,0.787075165,0.5,0,1,-0.01,0,0,0,4.725,0.5,4.31824,1.740304461,0,0,0.28,0.33,17,26132.38901,0.635694933,0.5,1.204289049,0,0,1,0,0,0,1,1,0,0.3,0.23,0.23,56,0.25,0
"IS","ISL","Iceland",2019,0.2,0,10,0.86,0.602353619,0.81226935,0.5,0,0,0.24,0,1,0,4.067,0.4624,1.282301,1.296661695,0,9.139,0.22,0.22,24,14202.1556,0.568359307,0,0.985553573,0,1,0,1,0,0,1,1,0,0.2,0.12,0.2,45,0.5,1
"IT","ITA","Italy",2019,0.278064,0,80,0.869865254,0.57666938,0.965116279,1,1,1,0.09,0,2,0,4.097,0.5682,0.877836,1.24591476,0,0,0.26,0.26,22,90380.96271,0.386312509,0,0.560997191,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,100,0.5,1
"JP","JPN","Japan",2019,0.2974,0.5,5,0.85902866,0.278958449,0.787075165,0.5,0,0,0.0875,0,1,0,0.216,0.56077165,8.493955,1.134149609,1,0,0.204,0.2032,8,100407.5684,0.718335473,0.5,0.80288649,0,1,1,1,1,0,0.95,0,0,0.2,0.2,0.2,69,0.25,0.5
"KR","KOR","Korea",2019,0.275,0.5,6,0.921720532,0.547953911,0.737888703,1,0,1,0.1275,0,4,0,0,0.543549,9.4496,1.207602939,1,0,0,0.4028,10,27364.38899,0.687587947,0,0.343298846,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,93,0.375,1
"LT","LTU","Lithuania",2019,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,1,0.28,0,2,0,0,0.315,0.429992,1.109704595,0,0,0.2,0.15,21,97563.0908,0.527625004,0.5,0.20796455,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,54,0.25,1
"LU","LUX","Luxembourg",2019,0.2494,0,17,0.873417351,0.479318672,0.869865254,1,0,1,-0.01,0,1,1,0.125,0.4718,3.587221,1.386022543,1,0,0,0.21,17,33690.37646,0.767219307,0.5,0.046966215,0,1,1,1,0,0,1,1,0,0.15,0,0,82,0.25,1
"LV","LVA","Latvia",2019,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.402,4.625039,1.0859958,0,0,0.2,0,21,79773.92071,0.540085223,0.5,0.453668893,0,0,1,0,0,0,1,1,1,0,0,0,61,0.25,1
"MX","MEX","Mexico",2019,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,0.055,0,0,0,1.379,0.35,28.201692,1.243103769,0,13.258,0.1,0.17142857,16,0,0.318029012,0.5,0.090955566,0,1,1,0,0,0,0,0,1,0.1,0.35,0.35,59,0.5,0.5
"NL","NLD","Netherlands",2019,0.25,1,6,0.813463195,0.338474733,0.869865254,1,0,1,0.215,0,1,0,0,0.5555,2.036744,1.339152947,0,0,0.3,0.25,21,1650.193361,0.519348068,0.5,0.499389055,0,1,1,1,0,0,1,1,0,0.15,0,0,97,0.25,1
"NO","NOR","Norway",2019,0.22,0,100,0.781818182,0.373913043,0.737888703,0,0,0,0.22,0,0,0,0,0.466,1.628185,1.252945688,0,0,0.3168,0.3168,25,4916.693512,0.572986754,0.5,0.194589587,1,0,1,0,0,0,0.97,1,1,0.25,0,0,87,0.375,1
"NZ","NZL","New Zealand",2019,0.28,0,100,0.731914894,0.307142857,0.547953911,0.5,0,0,-0.02,0,0,0,3.133,0.33,1.142322,1.446923149,0,0,0,0.06944444,15,40813.16143,0.974678446,0.5,1.207946833,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,40,0.25,0.5
"PL","POL","Poland",2019,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,0,1,0.195,0,1,0,0,0.36193239,2.431779,1.033478696,0,0,0.19,0.19,23,111214.7262,0.489149209,0.5,0.876637662,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,85,0.375,1
"PT","PRT","Portugal",2019,0.315,0,3.5,0.888411247,0.547953911,0.737888703,0.5,1,1,0.35,0,4,1,0.42,0.5817,15.03711,1.267398954,0,0,0.28,0.28,23,16886.44373,0.509639064,0.5,0.394070422,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,77,0.5,1
"SE","SWE","Sweden",2019,0.214,0,100,0.86,0.479318672,0.86,0,0,0,0.05,0,0,0,0,0.6012,1.50956,1.240932923,0,-0.041,0.3,0.3,25,3296.890966,0.58742907,0.5,0.344638938,0,0,1,1,0,0,1,1,0,0.3,0,0,81,0.5,1
"SI","SVN","Slovenia",2019,0.19,0,50,0.869865254,0.391406013,0.737888703,0.5,0,0,0.19,0,0,0,0.018,0.721,4.868058,1.269574407,0,0,0,0.25,22,83256.73714,0.585390984,0,0.253015417,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,59,0.25,0.5
"SK","SVK","Slovak Republic",2019,0.21,0,4,0.873879108,0.547953911,0.869865254,0.5,0,1,0.245,0,0,0,0.62,0.28,6.150687,1.102174504,0,0,0,0.07,20,100763.365,0.51505048,0.5,0.225930008,0,0,0,1,0,0,1,1,1,0.35,0.19,0.19,70,0.625,1
"TR","TUR","Turkey",2019,0.22,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,0,0,0,0,0.358,3.727123,1.179660895,0,0,0,0.175,18,0,0.405748231,0.5,0.098887905,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,85,0.5,0.5
"US","USA","United States",2019,0.25886141,5,100,1,0.349583112,0.632751339,1,0,1,0.0675,0,2,0,0,0.46,9.299292,1.245851277,0,0,0.2891,0.28913494,7.4,0,0.352415527,0.5,1.598683666,0,1,1,1,0,0,1,0,0,0.3,0.3,0.3,66,0.5,1
"AT","AUT","Austria",2020,0.25,1,75,0.813463195,0.338474733,0.737888703,1,0,0,0.17,1,2,0,0.691,0.55,22.659401,1.11678023,0,0,0.275,0.275,20,46065.48142,0.597775325,0,0.089252379,0,0,1,1,0,0,1,1,0,0.275,0,0.2,89,0.25,0.5
"AU","AUS","Australia",2020,0.3,0,100,0.851484971,0.479318672,0.547953911,0.5,0,0,0.1375,0,2,0,0,0.47,2.05084,1.412929031,0,0,0.235,0.2428,10,52090.17017,0.472197075,1,0.791838813,0,0,1,1,0,0,1,1,0,0.3,0.1,0.3,45,0.25,0.5
"BE","BEL","Belgium",2020,0.25,1,70,0.875897349,0.622404879,1.069865254,1,1,1,0.15,0,1,2,0.035,0.6657,1.046545,1.269935247,0,0,0,0.3,21,33101.84112,0.471506237,0.5,0.533928449,0,1,1,1,0,1,1,1,0,0.3,0.3,0.3,95,0.25,1
"CA","CAN","Canada",2020,0.2625,3,20,1,0.426086957,0.49,0.5,0,0,0.2125,0,1,0,1.194,0.535296,3.198852,1.230049659,0,0,0.2675,0.39344076,12.4,25130.19535,0.493476576,0.5,1.452832906,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,96,0.25,0.5
"CH","CHE","Switzerland",2020,0.21148581,0,7,0.86,0.55483871,0.905263158,1,0,1,-0.01,0,0,0,5.783,0.4167,3.273454,1.347429518,0,0,0,0.22285,7.7,87121.21872,0.679876834,0.5,0.066599788,1,1,1,1,1,1,1,1,0,0.35,0.35,0,93,0,0.5
"CL","CHL","Chile",2020,0.27,0,100,0.63261166,0.338474733,0,0.5,0,0,0.295,0,1,0,6.938,0.35,7.621055,1.249126175,0,0,0.35,0.2390411,19,0,0.658907364,0.5,0.416129002,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,33,0.5,0.5
"CO","COL","Colombia",2020,0.32,0,12,0.737888703,0.305956531,0.869865254,0.5,0,0,0.295,0,3,0,1.649,0.39000005,22.683768,0,0,9.56,0.1,0,19,0,0.382286462,0.5,0.468860099,1,0,1,0,0,1,0,0,0,0.1,0.2,0.2,9,0.5,0.5
"CR","CRI","Costa Rica",2020,0.3,0,3,0.822456691,0.602353619,0,0.5,0,0,-0.02,0,5,0,3.601,0.26401644,6.665202,1.10775546,0,29.863,0.15,0.15,13,0,0.412818504,0.5,0.193978028,0,0,1,0,1,1,1,1,0,0.15,0.15,0.25,3,0,0
"CZ","CZE","Czech Republic",2020,0.19,0,5,0.873879108,0.543222831,0.841318848,0.5,0,0,0.18,0,0,0,0,0.3107,0.301445,1.098427771,0,0,0,0.15,21,80365.3473,0.606174376,0.5,0.088667421,0,1,0,0,0,0,1,1,1,0.15,0.15,0.15,89,0.25,1
"DE","DEU","Germany",2020,0.29830331,1,60,0.737888703,0.391406013,0.869865254,1,0,0,-0.02,0,0,1,0,0.47475,5.348707,1.100455565,1,0,0.26375,0.26375,19,29842.56689,0.56660055,0.5,0.195869453,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,96,0.25,1
"DK","DNK","Denmark",2020,0.22,0,60,0.826923077,0.479318672,0.813406443,0,0,0,-0.005,0,0,0,1.368,0.55886,15.161155,1.306783566,0,0,0.42,0.42,25,7497.884097,0.616493769,0.5,0.693913968,0,1,1,0,0,0,1,1,1,0.22,0.22,0.22,75,0.5,1
"EE","EST","Estonia",2020,0.2,100,100,1,1,1,1,1,0,0,0,1,0,0,0.236,0.856313,1.19642243,0,0,0.2,0,20,73454.472,0.74579307,1,0.120957149,0,0,0,0,0,0,1,1,1,0,0,0.1,58,0.25,1
"ES","ESP","Spain",2020,0.25,0,25,0.778563039,0.391406013,0.737888703,0.5,0,1,0.295,0,1,0,0,0.60667,0.621133,1.21504384,0,0,0.23,0.23,21,0,0.446262784,0.5,0.553787753,1,1,1,0,1,0,1,1,1,0.19,0.19,0.24,93,0.25,1
"FI","FIN","Finland",2020,0.2,0,10,0.826923077,0.518965517,0.737888703,0,0,0,-0.005,0,0,0,0,0.58528973,1.847268,1.303981171,0,0,0.34,0.289,24,11801.31774,0.570480695,0.5,0.339829825,0,1,1,0,0,1,1,1,1,0.2,0,0.2,76,0.375,1
"FR","FRA","France",2020,0.32023,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.405,1,2,1,1.084,0.55572,15.01387,1.264650564,0,0,0.34,0.34,20,117259.4098,0.505610347,0.5,1.154578909,0.5,1,1,1,0,1,0.95,0.88,1,0.28,0,0.28,122,0.5,1
"GB","GBR","United Kingdom",2020,0.19,1,50,0.758823529,0.278958449,0.826923077,0,0,1,0.19,1,1,0,0,0.73,0.304969,1.393468495,0,0,0.2,0.381,20,124934.5931,0.452276011,0.5,1.811154661,0,1,1,1,0,1,1,1,0,0,0.2,0.2,130,0.375,1
"GR","GRC","Greece",2020,0.24,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.07,0,0,0,1.28,0.55,4.463825,1.258321592,0,0,0.15,0.05,24,17950.09873,0.440696975,0.5,1.134723856,0,1,1,1,1,0,1,1,1,0.05,0.15,0.2,57,0.25,1
"HU","HUN","Hungary",2020,0.09,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.19,1,1,0,0.047,0.335,0,1,0,0.168,0.15,0.15,27,85145.36627,0.593237285,0.5,0.277369935,0,1,1,1,0,0,1,1,0,0,0,0,81,0.25,1
"IE","IRL","Ireland",2020,0.125,1,100,0.787075165,0.479318672,0.646263719,0.5,0,1,0.26,0,1,0,0,0.52,1.428652,1.44374548,0,0,0.33,0.51,23,94185.96328,0.491746308,0.5,0.348987495,0,1,1,0,0,1,0,1,1,0.25,0.2,0.2,73,0.25,0
"IL","ISR","Israel",2020,0.23,0,100,0.737888703,0.479318672,0.787075165,0.5,0,1,-0.01,0,0,0,1.72,0.5,4.166414,1.698751991,0,0,0.28,0.33,17,27256.83774,0.636105797,0.5,1.169606809,0,0,1,0,0,0,1,1,0,0.3,0.23,0.23,58,0.25,0
"IS","ISL","Iceland",2020,0.2,0,10,0.86,0.602353619,0.81226935,0.5,0,0,0.24,0,1,0,4.049,0.4624,1.28079,1.300089588,0,9.474,0.22,0.22,24,14635.03469,0.54438811,0,0.962164501,0,1,0,1,0,0,1,1,0,0.2,0.12,0.2,45,0.5,1
"IT","ITA","Italy",2020,0.2781,0,80,0.869865254,0.57666938,0.965116279,1,1,1,0.07,1,2,0,4.14,0.5682,0.866461,1.241978043,0,0,0.26,0.26,22,96898.21364,0.384862387,0,0.560240699,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,100,0.5,1
"JP","JPN","Japan",2020,0.2974,0.5,5,0.85902866,0.278958449,0.787075165,0.5,0,0,0.0875,0,1,0,0.215,0.56077165,8.469835,1.133559199,1,0,0.204,0.2032,8,98547.46166,0.718655657,0.5,0.794238963,0,1,1,1,1,0,0.95,0,0,0.2,0.2,0.2,70,0.25,1
"KR","KOR","Korea",2020,0.275,0.5,9,0.921720532,0.547953911,0.737888703,1,0,1,0.1275,0,4,0,0,54.835,9.1359,1.243840406,1,0,0,0.4028,10,34875.04284,0.68028758,0,0.351025651,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,93,0.375,1
"LT","LTU","Lithuania",2020,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,1,0.28,0,2,0,0,0.3398,8.833456,1.1484689,0,0,0.2,0.15,21,98948.72477,0.525758732,0.5,0.207916327,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,54,0.25,1
"LU","LUX","Luxembourg",2020,0.2494,0,17,0.873417351,0.479318672,0.869865254,1,0,1,-0.01,0,1,1,0.122,0.4718,3.526601,1.369662507,1,0,0,0.21,17,35513.17124,0.763534814,0.5,0.045490537,0,1,1,1,0,0,1,1,0,0.15,0,0,83,0.25,1
"LV","LVA","Latvia",2020,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.318,4.904767,1.099298722,0,0,0.2,0,21,80850.71118,0.578452806,0.5,0.422295624,0,0,1,0,0,0,1,1,1,0,0,0,62,0.25,1
"MX","MEX","Mexico",2020,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,0.055,0,0,0,1.512,0.35,26.30794,1.21040983,0,13.404,0.1,0.17142857,16,0,0.338302076,0.5,0.092360923,0,1,1,0,0,0,0,0,1,0.1,0.35,0.35,59,0.5,1
"NL","NLD","Netherlands",2020,0.25,1,6,0.813463195,0.338474733,0.869865254,1,0,1,0.225,0,1,0,0,0.5175,2.031221,1.373008661,0,0,0.3,0.2625,21,25479.75188,0.525719536,0.5,0.510140014,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0.25,1
"NO","NOR","Norway",2020,0.22,2,100,0.781818182,0.373913043,0.737888703,0,0,0,0.22,0,0,0,0,0.464,1.574902,1.252258503,0,0,0.3168,0.3168,25,5034.849719,0.577145037,0.5,0.19429576,1,0,1,0,0,0,0.97,1,1,0.25,0,0,87,0.375,1
"NZ","NZL","New Zealand",2020,0.28,1,100,0.731914894,0.307142857,0.547953911,0.5,0,0,0.18,0,0,0,3.152,0.33,1.108118,1.427811103,0,0,0,0.06944444,15,41283.70298,0.967270535,0.5,1.204767568,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,40,0.25,0.5
"PL","POL","Poland",2020,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,1,1,0.195,1,1,0,0,0.38885375,17.403458,1.033971577,0,0,0.19,0.19,23,114294.6619,0.514898133,0.5,0.861688598,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,85,0.375,1
"PT","PRT","Portugal",2020,0.315,0,9.6,0.888411247,0.547953911,0.737888703,0.5,1,1,0.35,0,4,1,0.576,0.5817,14.351736,1.25213841,0,0,0.28,0.28,23,17640.07543,0.521948862,0.5,0.403824079,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,78,0.375,1
"SE","SWE","Sweden",2020,0.214,0,100,0.86,0.479318672,0.86,0,0,0,0.05,0,0,0,0,0.6019,1.544646,1.258957951,0,-0.024,0.3,0.3,25,3430.193616,0.59002485,0.5,0.328688564,0,0,1,1,0,0,1,1,0,0.3,0,0,81,0.5,1
"SI","SVN","Slovenia",2020,0.19,0,63,0.869865254,0.391406013,0.737888703,0.5,0,0,0.19,0,0,0,0.014,0.721,4.700871,1.143675554,0,0,0,0.275,22,88413.5775,0.601725163,0,0.249527906,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,59,0.25,0.5
"SK","SVK","Slovak Republic",2020,0.21,0,2.5,0.873879108,0.547953911,0.869865254,0.5,0,1,0.365,0,0,0,0.684,0.28,6.092246,1.099642392,0,0,0,0.07,20,98557.75892,0.518918077,0.5,0.221560377,0,0,0,1,0,0,1,1,1,0.35,0.19,0.19,70,0.625,1
"TR","TUR","Turkey",2020,0.22,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,1,0,0,0,0.358,3.723354,1.162185686,0,0,0,0.2,18,0,0.39927451,0.5,0.099790031,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,86,0.5,0.5
"US","USA","United States",2020,0.25766571,5,100,1,0.349583112,0.632751339,1,0,1,0.0675,0,2,0,0,0.46,9.23521,1.244680693,0,0,0.2887,0.28872019,7.4,0,0.352977744,0.5,1.581380034,0,1,1,1,0,0,1,0,0,0.3,0.3,0.3,66,0.5,1
"AT","AUT","Austria",2021,0.25,0,75,0.884365027,0.566741558,0.737888703,1,0,0,0.17,1,2,0,0.491,0.55,22.348945,1.125353269,0,0,0.275,0.275,20,46065.48142,0.604614293,0,0.092091082,0,0,1,1,0,0,1,1,0,0.275,0,0.2,89,0.25,1
"AU","AUS","Australia",2021,0.3,0,100,0.851484971,0.479318672,0.547953911,0.5,0,0,0.1375,0,2,0,0,0.47,1.980986,1.452096751,0,0,0.235,0.2428,10,52090.17017,0.457425269,1,0.821874229,0,0,1,1,0,0,1,1,0,0.3,0.1,0.3,45,0.25,0.5
