ISO_2,ISO_3,country,year,corporate_rate,r_and_d_credit,top_income_rate,threshold_top_income_rate,tax_wedge,dividends_rate,corporate_other_rev,personal_other_rev
NL,NLD,Netherlands,2018,0.25,0.225,0.55599991,2.031799,1.345217309,0.25,0,0
NL,NLD,Netherlands,2019,0.25,0.215,0.5555,2.036744,1.339152947,0.25,0,0
NL,NLD,Netherlands,2020,0.25,0.225,0.5175,2.031221,1.373008661,0.2625,0,0
NL,NLD,Netherlands,2021,0.25,0.225,0.495,2.012636,1.376374439,0.269,0,0
NL,NLD,Netherlands,2022,0.258,0.265,0.555,2.006844,1.45459354,0.269,0,0
NL,NLD,Netherlands,2023,0.258,0.2275,0.51130496,1.91455,1.432334316,0.269,0,0
NO,NOR,Norway,2014,0.27,0.235,0.478,1.578054,1.283257349,0.27,0,0
NO,NOR,Norway,2015,0.27,0.2325,0.472,1.593848,1.283820878,0.27,0,0
NO,NOR,Norway,2016,0.25,0.2325,0.472,1.59951,1.289691652,0.2875,0,0
NO,NOR,Norway,2017,0.24,0.225,0.469,1.616283,1.246074006,0.2976,0,0
NO,NOR,Norway,2018,0.23,0.2225,0.4672,1.632658,1.251892078,0.3059,0,0
NO,NOR,Norway,2019,0.22,0.22,0.466,1.628185,1.252945688,0.3168,0,0
NO,NOR,Norway,2020,0.22,0.22,0.464,1.574902,1.252258503,0.3168,0,0
NO,NOR,Norway,2021,0.22,0.22,0.464,1.589907,1.248597136,0.3168,0,0
NO,NOR,Norway,2022,0.22,0.22,0.464,1.599762,1.25057658,0.352,0,0
NO,NOR,Norway,2023,0.22,0.22,0.464,1.533594,1.301213371,0.3784,0,0
NZ,NZL,New Zealand,2014,0.28,-0.015,0.33,1.309645,1.548276974,0.06944444,3.7,0
NZ,NZL,New Zealand,2015,0.28,-0.015,0.33,1.272313,1.524456172,0.06944444,3.485,0
NZ,NZL,New Zealand,2016,0.28,-0.02,0.33,1.240354,1.504629074,0.06944444,3.71,0
NZ,NZL,New Zealand,2017,0.28,-0.02,0.33,1.203231,1.482244984,0.06944444,3.704,0
NZ,NZL,New Zealand,2018,0.28,-0.02,0.33,1.174845,1.465567291,0.06944444,3.24,0
NZ,NZL,New Zealand,2019,0.28,-0.02,0.33,1.142322,1.446923149,0.06944444,3.133,0
NZ,NZL,New Zealand,2020,0.28,0.18,0.33,1.108118,1.427811103,0.06944444,3.152,0
NZ,NZL,New Zealand,2021,0.28,0.18,0.33,1.077033,1.410881163,0.15277778,2.935,0
NZ,NZL,New Zealand,2022,0.28,0.18,0.39,2.729056,1.562017195,0.15277778,2.582,0
NZ,NZL,New Zealand,2023,0.28,0.18,0.39,2.550014,1.383772379,0.15277778,1.802,0
PL,POL,Poland,2014,0.19,-0.005,0.34885375,2.67431,1.044142118,0.19,0,0
PL,POL,Poland,2015,0.19,-0.005,0.34885375,2.524676,1.041188099,0.19,0,0
PL,POL,Poland,2016,0.19,-0.005,0.34885375,2.574364,1.039681668,0.19,0,0
PL,POL,Poland,2017,0.19,0.04,0.34885375,2.549916,1.03865684,0.19,0,0
PL,POL,Poland,2018,0.19,0.0875,0.36193239,2.506682,1.036056679,0.19,0,0
PL,POL,Poland,2019,0.19,0.195,0.36193239,2.431779,1.033478696,0.19,0,0
PL,POL,Poland,2020,0.19,0.195,0.38885375,17.403458,1.033971577,0.19,0,0
PL,POL,Poland,2021,0.19,0.195,0.38885375,16.518692,1.125530237,0.19,0,0
PL,POL,Poland,2022,0.19,0.195,0.38885375,15.939295,1.120578918,0.19,0,0
PL,POL,Poland,2023,0.19,0.32,0.2818066,1.768835,1.132598269,0.19,0,0
PT,PRT,Portugal,2014,0.315,0.365,0.61285,15.929717,1.319932381,0.28,0.385,0
PT,PRT,Portugal,2015,0.295,0.36,0.61285,16.224803,1.327801506,0.28,0.37,0
PT,PRT,Portugal,2016,0.295,0.35,0.61285,16.172344,1.298190273,0.28,0.523,0
PT,PRT,Portugal,2017,0.295,0.35,0.61285,15.980728,1.273471546,0.28,0.552,0
PT,PRT,Portugal,2018,0.315,0.35,0.610269,15.622325,1.258117002,0.28,0.622,0
PT,PRT,Portugal,2019,0.315,0.35,0.5817,15.03711,1.267398954,0.28,0.42,0
PT,PRT,Portugal,2020,0.315,0.35,0.5817,14.351736,1.25213841,0.28,0.576,0
PT,PRT,Portugal,2021,0.315,0.35,0.5817,14.138512,1.247980901,0.28,0.429,0
PT,PRT,Portugal,2022,0.315,0.35,0.6317,13.582858,1.235934952,0.28,0.626,0
PT,PRT,Portugal,2023,0.315,0.35,0.6317,13.000777,1.227735303,0.28,0.556,0
SE,SWE,Sweden,2014,0.22,-0.01,0.5673,1.518355,1.231656478,0.3,0,-0.021
SE,SWE,Sweden,2015,0.22,0.05,0.5686,1.508153,1.241599962,0.3,0,-0.076
SE,SWE,Sweden,2016,0.22,0.05,0.5699,1.519275,1.241231883,0.3,0,-0.025
SE,SWE,Sweden,2017,0.22,0.05,0.601,1.503143,1.243505761,0.3,0,-0.011
SE,SWE,Sweden,2018,0.22,0.05,0.6012,1.49517,1.240712066,0.3,0,-0.049
SE,SWE,Sweden,2019,0.214,0.05,0.6012,1.50956,1.240932923,0.3,0,-0.041
SE,SWE,Sweden,2020,0.214,0.05,0.6019,1.544646,1.258957951,0.3,0,-0.024
SE,SWE,Sweden,2021,0.206,0.105,0.5528,1.37971,1.242058372,0.3,0,-0.031
SE,SWE,Sweden,2022,0.206,0.105,0.5527,1.353217,1.259076626,0.3,0,-0.064
SE,SWE,Sweden,2023,0.206,0.105,0.5224,1.303313,1.273954087,0.3,0,-0.033
SI,SVN,Slovenia,2014,0.17,0.17,0.6105,5.390324,1.201506255,0.25,0.026,0
SI,SVN,Slovenia,2015,0.17,0.17,0.6105,5.307771,1.197808046,0.25,0.019,0
SI,SVN,Slovenia,2016,0.17,0.17,0.6105,5.265523,1.195925155,0.25,0.015,0
SI,SVN,Slovenia,2017,0.19,0.17,0.6105,5.194874,1.196716668,0.25,0.016,0
SI,SVN,Slovenia,2018,0.19,0.19,0.6105,5.056709,1.156250219,0.25,0.018,0
SI,SVN,Slovenia,2019,0.19,0.19,0.6105,4.868058,1.269574407,0.25,0.018,0
SI,SVN,Slovenia,2020,0.19,0.19,0.6105,4.700871,1.143675554,0.275,0.014,0
SI,SVN,Slovenia,2021,0.19,0.19,0.6105,4.603398,1.11669789,0.275,0.015,0
SI,SVN,Slovenia,2022,0.19,0.19,0.6105,4.350837,1.135861012,0.275,0.014,0
SI,SVN,Slovenia,2023,0.19,0.19,0.52481,4.153989,1.15261184,0.275,0.014,0
SK,SVK,Slovak Republic,2014,0.22,-0.01,0.25,4.577573,1.121612107,0,0.79,0
SK,SVK,Slovak Republic,2015,0.22,-0.01,0.25,4.500868,1.118529753,0,0.77,0
SK,SVK,Slovak Republic,2016,0.22,0.095,0.25,4.501532,1.115501882,0,0.72,0
SK,SVK,Slovak Republic,2017,0.21,0.095,0.25,4.552837,1.111817118,0.07,0.622,0
SK,SVK,Slovak Republic,2018,0.21,0.09,0.28,6.315402,1.107696457,0.07,0.667,0
SK,SVK,Slovak Republic,2019,0.21,0.245,0.28,6.150687,1.102174504,0.07,0.62,0
SK,SVK,Slovak Republic,2020,0.21,0.365,0.28,6.092246,1.099642392,0.07,0.684,0
SK,SVK,Slovak Republic,2021,0.21,0.49,0.28,6.341727,1.111114908,0.07,0.756,0
SK,SVK,Slovak Republic,2022,0.21,0.49,0.28,6.353355,1.123484148,0.07,0.726,0
SK,SVK,Slovak Republic,2023,0.21,0.25,0.3505,5.903605,1.116189228,0.07,0.834,0
TR,TUR,Turkey,2014,0.2,0.05,0.358,4.283921,1.180952672,0.175,0,0
TR,TUR,Turkey,2015,0.2,0.055,0.358,3.998254,1.16689115,0.175,0,0
TR,TUR,Turkey,2016,0.2,0.055,0.358,3.862626,1.160866444,0.175,0,0
TR,TUR,Turkey,2017,0.2,0.055,0.358,3.460417,1.211178812,0.175,0,0
TR,TUR,Turkey,2018,0.22,0.055,0.358,3.863311,1.19476027,0.175,0,0
TR,TUR,Turkey,2019,0.22,0.055,0.358,3.727123,1.179660895,0.175,0,0
TR,TUR,Turkey,2020,0.22,0.055,0.358,3.723354,1.162185686,0.2,0,0
TR,TUR,Turkey,2021,0.25,0.055,0.408,8.771485,1.163810468,0.2,0,0
TR,TUR,Turkey,2022,0.23,0.055,0.408,8.027449,1.156085526,0.2,0,0
TR,TUR,Turkey,2023,0.2,0.055,0.358,5.084445,1.270914532,0.2,0,0
US,USA,United States,2014,0.390755,0.055,0.486,8.305387,1.255555981,0.28583863,0,0
US,USA,United States,2015,0.389975,0.055,0.486,8.220619,1.249803778,0.28535406,0,0
US,USA,United States,2016,0.38923934,0.055,0.486,8.20792,1.257488233,0.2851581,0,0
US,USA,United States,2017,0.38906474,0.0575,0.486,8.088075,1.253906422,0.28506064,0,0
US,USA,United States,2018,0.2583858,0.0575,0.486,7.93496,1.249168705,0.28881436,0,0
US,USA,United States,2019,0.25886141,0.0675,0.46,9.299292,1.245851277,0.28913494,0,0
US,USA,United States,2020,0.25766571,0.0675,0.46,9.23521,1.244680693,0.28872019,0,0
US,USA,United States,2021,0.25754568,0.0675,0.46,8.918471,1.250068885,0.28905211,0,0
US,USA,United States,2022,0.25808085,0.0675,0.46,8.623591,1.240285105,0.28940924,0,0
US,USA,United States,2023,0.25767935,0.0275,0.44,8.180126,1.23702429,0.2887222,0,0
