"ISO_2","ISO_3","country","year","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery"
"SK","SVK","Slovak Republic",2016,0.873879108036537,0.547953910556565,0.869865253929667
"SK","SVK","Slovak Republic",2017,0.873879108036537,0.547953910556565,0.869865253929667
"SK","SVK","Slovak Republic",2018,0.873879108036537,0.547953910556565,0.869865253929667
"SK","SVK","Slovak Republic",2019,0.873879108036537,0.547953910556565,0.869865253929667
"SK","SVK","Slovak Republic",2020,0.873879108036537,0.547953910556565,0.869865253929667
"SK","SVK","Slovak Republic",2021,0.873879108036537,0.547953910556565,0.869865253929667
"SK","SVK","Slovak Republic",2022,0.873879108036537,0.547953910556565,0.869865253929667
"SK","SVK","Slovak Republic",2023,0.873879108036537,0.547953910556565,0.869865253929667
"SK","SVK","Slovak Republic",2024,0.873879108036537,0.547953910556565,0.869865253929667
"SI","SVN","Slovenia",2014,0.869865253929667,0.391406012913837,0.737888702767901
"SI","SVN","Slovenia",2015,0.869865253929667,0.391406012913837,0.737888702767901
"SI","SVN","Slovenia",2016,0.869865253929667,0.391406012913837,0.737888702767901
"SI","SVN","Slovenia",2017,0.869865253929667,0.391406012913837,0.737888702767901
"SI","SVN","Slovenia",2018,0.869865253929667,0.391406012913837,0.737888702767901
"SI","SVN","Slovenia",2019,0.869865253929667,0.391406012913837,0.737888702767901
"SI","SVN","Slovenia",2020,0.869865253929667,0.391406012913837,0.737888702767901
"SI","SVN","Slovenia",2021,0.869865253929667,0.391406012913837,0.737888702767901
"SI","SVN","Slovenia",2022,0.869865253929667,0.391406012913837,0.737888702767901
"SI","SVN","Slovenia",2023,0.869865253929667,0.391406012913837,0.737888702767901
"SI","SVN","Slovenia",2024,0.869865253929667,0.391406012913837,0.737888702767901
"SE","SWE","Sweden",2014,0.86,0.479318672008477,0.86
"SE","SWE","Sweden",2015,0.86,0.479318672008477,0.86
"SE","SWE","Sweden",2016,0.86,0.479318672008477,0.86
"SE","SWE","Sweden",2017,0.86,0.479318672008477,0.86
"SE","SWE","Sweden",2018,0.86,0.479318672008477,0.86
"SE","SWE","Sweden",2019,0.86,0.479318672008477,0.86
"SE","SWE","Sweden",2020,0.86,0.479318672008477,0.86
"SE","SWE","Sweden",2021,0.86,0.479318672008477,0.86
"SE","SWE","Sweden",2022,0.86,0.479318672008477,0.86
"SE","SWE","Sweden",2023,0.86,0.479318672008477,0.86
"SE","SWE","Sweden",2024,0.86,0.479318672008477,0.86
"TR","TUR","Turkey",2014,0.864149148541634,0.431068736527055,0.69441435606903
"TR","TUR","Turkey",2015,0.864149148541634,0.431068736527055,0.69441435606903
"TR","TUR","Turkey",2016,0.864149148541634,0.431068736527055,0.69441435606903
"TR","TUR","Turkey",2017,0.864149148541634,0.431068736527055,0.69441435606903
"TR","TUR","Turkey",2018,0.864149148541634,0.431068736527055,0.69441435606903
"TR","TUR","Turkey",2019,0.864149148541634,0.431068736527055,0.69441435606903
"TR","TUR","Turkey",2020,0.864149148541634,0.431068736527055,0.69441435606903
"TR","TUR","Turkey",2021,0.864149148541634,0.431068736527055,0.69441435606903
"TR","TUR","Turkey",2022,0.864149148541634,0.431068736527055,0.69441435606903
"TR","TUR","Turkey",2023,0.864149148541634,0.431068736527055,0.69441435606903
"TR","TUR","Turkey",2024,0.864149148541634,0.431068736527055,0.69441435606903
"US","USA","United States",2014,0.93846273303009,0.34958311169213,0.632751338890881
"US","USA","United States",2015,0.93846273303009,0.34958311169213,0.632751338890881
"US","USA","United States",2016,0.93846273303009,0.34958311169213,0.632751338890881
"US","USA","United States",2017,0.93846273303009,0.34958311169213,0.632751338890881
"US","USA","United States",2018,1,0.34958311169213,0.632751338890881
"US","USA","United States",2019,1,0.34958311169213,0.632751338890881
"US","USA","United States",2020,1,0.34958311169213,0.632751338890881
"US","USA","United States",2021,1,0.34958311169213,0.632751338890881
"US","USA","United States",2022,1,0.34958311169213,0.632751338890881
"US","USA","United States",2023,0.975385093212036,0.34958311169213,0.632751338890881
"US","USA","United States",2024,0.950770186424072,0.34958311169213,0.632751338890881
